"","sub_id","groupID","studyID","group_cond","trial","img","txt","clean_text"
"3742","A3124SRR191UIL",13,"id-uwffo-13","control",16,10,"It seems staged but if it were real it'd be very disturbing as she is being kidnapped.","it seems staged but if it were real itd be very disturbing as she is being kidnapped"
"3743","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",5,2,"It seems the person is lost and has nothing to look forward to in life","it seems the person is lost and has nothing to look forward to in life"
"3744","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",13,8,"It seems the person was attacked and is sad","it seems the person was attacked and is sad"
"3745","AYL52A8P0OFGA",2,"id-bbyjt-2997","reapp",5,8,"It seems this person may have defended himself or others succe","it seems this person may have defended himself or others succe"
"3746","A3124SRR191UIL",13,"id-uwffo-13","control",13,11,"It seems to be from a movie but is upsetting as he is injured.","it seems to be from a movie but is upsetting as he is injured"
"3747","A1T9BJRS4IL8VQ",3,"empty","reapp",12,13,"It seems to be part of ritual or act that he has to go through as otherwise it would not occur","it seems to be part of ritual or act that he has to go through as otherwise it would not occur"
"3748","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",18,15,"It seems very vague and does not look real no emotions","it seems very vague and does not look real no emotions"
"3749","AKTQD9Y44G495",4,"id-uwffo-26","control",18,8,"It so scary to see blood all over.","it so scary to see blood all over"
"3750","A24MYQLXZFUEFB",4,"id-eiwzx-3000","reapp",17,6,"It was a bad fall, but at least she was able to avoid hurting her limbs","it was a bad fall but at least she was able to avoid hurting her limbs"
"3751","AZHZ1GC6RWSRC",4,"id-thggi-2999","reapp",3,14,"It was a good thing so many people made it off the crashed plane alive.","it was a good thing so many people made it off the crashed plane alive"
"3752","A35XZRK8CZWYBN",10,"id-uwffo-4","reapp",8,18,"It was a horrible car crash but luckily no one was badly injured.","it was a horrible car crash but luckily no one was badly injured"
"3753","A35XZRK8CZWYBN",10,"id-uwffo-4","reapp",8,19,"It was a horrible car crash but luckily no one was badly injured.","it was a horrible car crash but luckily no one was badly injured"
"3754","A2TXUNEHPTW3Z3",9,"id-eiwzx-2997","reapp",12,14,"It was looking like all would die in the plane crash. But everyone survived with only cuts and bruises. It was the luckiest day.","it was looking like all would die in the plane crash but everyone survived with only cuts and bruises it was the luckiest day"
"3755","AXPZAP62ZYWP8",21,"20220203-motivated_group_emotional_regulation","reapp",5,5,"It will make her stronger now and she will learn from this.","it will make her stronger now and she will learn from this"
"3756","AJITIN95JSBAR",3,"id-uwffo-17","control",5,9,"It would be a scary ordeal having a gun pointed at you.","it would be a scary ordeal having a gun pointed at you"
"3757","AX7WITN5DWW6U",20,"20220203-motivated_group_emotional_regulation","target",17,10,"It would be terrifying to not be in control of ones body, hopefully she can fight and get away","it would be terrifying to not be in control of ones body hopefully she can fight and get away"
"3758","A2JMEQ3KQFQCRM",7,"id-bvwuk-3000","reapp",17,1,"It's a baby! This is a good thing---unless something's wrong with it, but it looks fine t","its a baby this is a good thingunless somethings wrong with it but it looks fine t"
"3759","AR9AU5FY1S3RO",9,"id-thggi-2998","reapp",9,1,"It's a baby. It's so cute and tiny.","its a baby its so cute and tiny"
"3760","A2R9QZC9XZJZJO",10,"id-uwffo-26","control",15,4,"It's a bit unnerving and invokes a sense of sadness but not hugely so. They look older","its a bit unnerving and invokes a sense of sadness but not hugely so they look older"
"3761","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",7,11,"It's a bloody image of a man, maybe a fighter.  Very negative.","its a bloody image of a man maybe a fighter very negative"
"3762","A3TDPXTB6Y6H1I",10,"id-bvwuk-3000","reapp",13,11,"It's a boxer gaining experience in the ring.","its a boxer gaining experience in the ring"
"3763","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",14,19,"It's a car crash and emergency responders.  Hard to know condition of the victims","its a car crash and emergency responders hard to know condition of the victims"
"3764","A3KMNX2P2QP9JU",8,"id-giakt-2997","reapp",2,1,"It's a first bath. I feel happy.","its a first bath i feel happy"
"3765","A27JJLY9C2PSHG",6,"id-giakt-2998","reapp",8,19,"It's a good thing first responders are there.","its a good thing first responders are there"
"3766","A1AKL5YH9NLD2V",8,"id-eiwzx-2999","reapp",16,20,"It's a good thing the firemen are there to help put out he fire and save people in the building. The woman may just be passed out and not dead and the fireman is saving her life.","its a good thing the firemen are there to help put out he fire and save people in the building the woman may just be passed out and not dead and the fireman is saving her life"
"3767","A29UN4GHR6J0WS",15,"id-uwffo-2","reapp",8,17,"It's a good thing they found him so the family can have closure to his disapearence.","its a good thing they found him so the family can have closure to his disapearence"
"3768","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",8,4,"It's a gross image of messed up eyes.  Very negative.","its a gross image of messed up eyes very negative"
"3769","A2MDFKOD2G3R4D",8,"id-giakt-2999","reapp",2,19,"It's a horrific scene, but ther","its a horrific scene but ther"
"3770","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",12,11,"It's a little gross but it's clearly a boxing match and this person is a professional.","its a little gross but its clearly a boxing match and this person is a professional"
"3771","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",11,1,"It's a little sad but the infant seems to be well taken care of so i","its a little sad but the infant seems to be well taken care of so i"
"3772","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",12,12,"It's a man on fire.  Very negative.  Not sure how he can survive.","its a man on fire very negative not sure how he can survive"
"3773","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",15,7,"It's a man with a huge bandage on the head.  Very negative.","its a man with a huge bandage on the head very negative"
"3774","A1F1TBDHPYAAXT",34,"20220203-motivated_group_emotional_regulation","reapp_target",3,19,"It's a miracle but the baby in the back seat was not hurt.","its a miracle but the baby in the back seat was not hurt"
"3775","A3KMNX2P2QP9JU",8,"id-giakt-2997","reapp",3,7,"It's a moment of fear and joy. Joy at removing bandages.","its a moment of fear and joy joy at removing bandages"
"3776","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",13,16,"It's a mound of dirt and a farmer.  And a person inside the mound.","its a mound of dirt and a farmer and a person inside the mound"
"3777","A3QVY4E012ZX98",6,"id-giakt-2998","reapp",5,4,"It's a person with very swollen skin under the eyes,","its a person with very swollen skin under the eyes"
"3778","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",11,14,"It's a plane crash and survivors walking away.  Very negative.","its a plane crash and survivors walking away very negative"
"3779","A3QVY4E012ZX98",6,"id-giakt-2998","reapp",4,16,"It's a stage image with a man digging a","its a stage image with a man digging a"
"3780","A2UG0V0C6UCL50",2,"id-bbyjt-2997","reapp",10,15,"It's a terrifying experience","its a terrifying experience"
"3781","A3QVY4E012ZX98",6,"id-giakt-2998","reapp",2,1,"It's a tired baby in a little tiny bathtub","its a tired baby in a little tiny bathtub"
"3782","A239EJT2PE9NLG",11,"id-mspuo-2997","reapp",6,9,"It's a toy gun.","its a toy gun"
"3783","A2CXCRCQN4AM46",8,"id-giakt-2998","reapp",8,19,"It's a very bad car accident. Nothing is left of that car.","its a very bad car accident nothing is left of that car"
"3784","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",16,2,"It's a very sad and helpless photo, imagining how this person must feel","its a very sad and helpless photo imagining how this person must feel"
"3785","A1BW7N44HGFDOC",1,"id-uwffo-25","control",9,2,"It's a wasted life. I hope they get help.","its a wasted life i hope they get help"
"3786","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",9,20,"It's a woman being saved from a fire.  She is in bad shape.  Very negative","its a woman being saved from a fire she is in bad shape very negative"
"3787","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",10,10,"It's a woman in distress being held by a man.  Very sad looking.","its a woman in distress being held by a man very sad looking"
"3788","A3TDPXTB6Y6H1I",10,"id-bvwuk-3000","reapp",11,9,"It's a young man playing with a prop weapon.","its a young man playing with a prop weapon"
"3789","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",14,18,"It's always sad to see children looking to be in distress, but they don't seem immediately injured, but still sad.","its always sad to see children looking to be in distress but they dont seem immediately injured but still sad"
"3790","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",10,19,"It's always sad to see such a devastating car crash, because you imagine that people were injured/hurt.","its always sad to see such a devastating car crash because you imagine that people were injuredhurt"
"3791","AJITIN95JSBAR",3,"id-uwffo-17","control",17,7,"It's always terrible to see a child in pain.","its always terrible to see a child in pain"
"3792","A1J7C4V2AZSHQX",13,"id-ngahz-2999","reapp",6,19,"It's amazing that people can walk away from wrecks that look like this. Miracles of engineering!","its amazing that people can walk away from wrecks that look like this miracles of engineering"
"3793","A2LDRXJ9IG1JTS",8,"id-mspuo-3000","reapp",13,14,"It's amazing that so many people survived","its amazing that so many people survived"
"3794","A2P2V7MZCENFT5",6,"id-uwffo-13","control",5,14,"It's amazing to see that many people walking away from such a tragic event","its amazing to see that many people walking away from such a tragic event"
"3795","A7JY83XLBASTQ",9,"id-thggi-2999","reapp",8,19,"It's amazing what a person can survive","its amazing what a person can survive"
"3796","A3OZ288I9CBLWF",1,"id-eiwzx-2996","reapp",1,14,"It's better to have survived than died in the plane crash.","its better to have survived than died in the plane crash"
"3797","A2J3PQ126JY6EQ",34,"20220203-motivated_group_emotional_regulation","reapp_target",2,5,"It's better to survive","its better to survive"
"3798","A2OGVSCB7QP10U",4,"id-uwffo-20","control",13,15,"It's difficult to make out what's happening in this photo. I wonder what caused the fire.","its difficult to make out whats happening in this photo i wonder what caused the fire"
"3799","A2R9QZC9XZJZJO",10,"id-uwffo-26","control",18,20,"It's frightening and makes me claustrophobic and evokes other images of house fires. Scary","its frightening and makes me claustrophobic and evokes other images of house fires scary"
"3800","AFEPFMO9863WA",1,"id-ngahz-2997","reapp",1,9,"It's going to be ok just put the gun down and we can al","its going to be ok just put the gun down and we can al"
"3801","A2HYF1EIPM0GFW",2,"id-uwffo-3","reapp",1,19,"It's good that someone survived looking at th","its good that someone survived looking at th"
"3802","A3AZJGI9D7C0PD",5,"id-ngahz-2997","reapp",17,14,"It's good that these people survived despite the tragedy that happened","its good that these people survived despite the tragedy that happened"
"3803","A1J7C4V2AZSHQX",13,"id-ngahz-2999","reapp",9,2,"It's good that they have shelter in this situation.","its good that they have shelter in this situation"
"3804","AT2597DGVCVMI",11,"id-giakt-2997","reapp",14,20,"It's good the person got out of the fire, even if they are a little sick.","its good the person got out of the fire even if they are a little sick"
"3805","A39QHF23KZR1BG",7,"id-uwffo-1","reapp",17,4,"It's good to cry because it shows that you have felt intensely","its good to cry because it shows that you have felt intensely"
"3806","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",2,8,"It's gross and very bloody.  I don't enjoy looking at it","its gross and very bloody i dont enjoy looking at it"
"3807","A242J3VPVZ0Y9X",12,"id-uwffo-20","control",18,11,"It's his job and he chose to do this so its not so bad","its his job and he chose to do this so its not so bad"
"3808","AJITIN95JSBAR",3,"id-uwffo-17","control",1,19,"It's horrible to think of what happened to those people in that crash. I doubt they mad","its horrible to think of what happened to those people in that crash i doubt they mad"
"3809","A2J3PQ126JY6EQ",34,"20220203-motivated_group_emotional_regulation","reapp_target",18,10,"It's important that everyone knows self defence to avoid things liek this","its important that everyone knows self defence to avoid things liek this"
"3810","A1G98ADVAQS6FL",13,"id-uwffo-20","control",1,2,"It's makes me sad to see someone ruin thier life on ad","its makes me sad to see someone ruin thier life on ad"
"3811","ATKNH6OR2G11O",1,"id-mspuo-2997","reapp_target",15,15,"It's nice to see these individuals are properly protected from the flames.","its nice to see these individuals are properly protected from the flames"
"3812","A283W4862AJY4G",4,"id-fjoxq-2997","reapp",4,4,"It's okay to cry.","its okay to cry"
"3813","A30GCTXJ17JC3I",7,"id-eiwzx-2997","reapp",11,19,"It's possible no one was seriously injured in this crash.","its possible no one was seriously injured in this crash"
"3814","A2G7N0X0PNX0EE",4,"id-bvwuk-3000","reapp",13,19,"It's possible that the person survived the crash. Not all accidents have to be fatal.","its possible that the person survived the crash not all accidents have to be fatal"
"3815","A1AKL5YH9NLD2V",8,"id-eiwzx-2999","reapp",17,9,"It's probably a fake gun and it can't actually harm me at all. The photographer is also not in any danger since it's a staged photo.","its probably a fake gun and it cant actually harm me at all the photographer is also not in any danger since its a staged photo"
"3816","A3124SRR191UIL",13,"id-uwffo-13","control",11,8,"It's sad as he is injured.","its sad as he is injured"
"3817","A3124SRR191UIL",13,"id-uwffo-13","control",17,18,"It's sad as the children seem to be in an unsafe environment.","its sad as the children seem to be in an unsafe environment"
"3818","A3124SRR191UIL",13,"id-uwffo-13","control",7,17,"It's sad b/c it seems to be a dead person in the road.","its sad bc it seems to be a dead person in the road"
"3819","A3124SRR191UIL",13,"id-uwffo-13","control",9,6,"It's sad b/c she seems to have been attacked and is upset about it.","its sad bc she seems to have been attacked and is upset about it"
"3820","A3124SRR191UIL",13,"id-uwffo-13","control",10,20,"It's sad but hopeful as she may have been saved and survived.","its sad but hopeful as she may have been saved and survived"
"3821","A1YPIJR0B4YDEW",11,"id-giakt-2997","reapp",17,7,"It's sad but the kids alive and getting treated","its sad but the kids alive and getting treated"
"3822","A23HZ18KTCK2DA",4,"empty","control",1,8,"It's sad that someone hurt her badly.","its sad that someone hurt her badly"
"3823","A23HZ18KTCK2DA",4,"empty","control",1,5,"It's sad that someone hurt her badly.","its sad that someone hurt her badly"
"3824","AZ4IGXEZRJSTP",8,"id-uwffo-15","control",4,18,"It's sad that these kids have to live in a dirty environ.","its sad that these kids have to live in a dirty environ"
"3825","AX7WITN5DWW6U",20,"20220203-motivated_group_emotional_regulation","target",15,16,"It's sad to lose any life, maybe they are rural and can't reach","its sad to lose any life maybe they are rural and cant reach"
"3826","A38AQF5BPHJS4C",6,"id-uwffo-13","control",4,16,"It's sad to see a dead person in the ditch. I wonder if they are being buried or uncovered.","its sad to see a dead person in the ditch i wonder if they are being buried or uncovered"
"3827","A1J34VHWNFN1GF",4,"id-bbyjt-2997","reapp",16,2,"It's sad to see this man on IV drugs and I can't rethink my thoughts on that","its sad to see this man on iv drugs and i cant rethink my thoughts on that"
"3828","AJITIN95JSBAR",3,"id-uwffo-17","control",9,2,"It's sad what drugs can do to ruin a person's life.","its sad what drugs can do to ruin a persons life"
"3829","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",20,6,"It's scary and confusing and sad, but not an immediate","its scary and confusing and sad but not an immediate"
"3830","A30X66H0RILXAH",10,"id-uwffo-23","control",18,8,"It's scary and disgusting to see.","its scary and disgusting to see"
"3831","A30X66H0RILXAH",10,"id-uwffo-23","control",19,17,"It's so gruesome and scary.","its so gruesome and scary"
"3832","A3124SRR191UIL",13,"id-uwffo-13","control",4,2,"It's someone using. It's sad b/c it such a big issue now.","its someone using its sad bc it such a big issue now"
"3833","A21VSWO39YO5KM",2,"id-fjoxq-3000","reapp",16,13,"It's something inside the person's tongue.  Very gross","its something inside the persons tongue very gross"
"3834","A23HZ18KTCK2DA",4,"empty","control",4,12,"It's terrible he is a drug addict and doing this to himself","its terrible he is a drug addict and doing this to himself"
"3835","A23HZ18KTCK2DA",4,"empty","control",4,2,"It's terrible he is a drug addict and doing this to himself","its terrible he is a drug addict and doing this to himself"
"3836","AJITIN95JSBAR",3,"id-uwffo-17","control",6,18,"It's terrible that kids around the world are put into dangerous child labor.","its terrible that kids around the world are put into dangerous child labor"
"3837","A4CHLWPHZIP7Y",10,"id-bvwuk-3000","reapp",1,14,"It's traumatic to go through a crash like this, but look at how many people survived - that's better than dying.","its traumatic to go through a crash like this but look at how many people survived thats better than dying"
"3838","A3124SRR191UIL",13,"id-uwffo-13","control",19,12,"It's upsetting if it's real as he could be burnt.","its upsetting if its real as he could be burnt"
"3839","A3QV1YTGI3J6WI",5,"id-uwffo-8","reapp",10,15,"It's very danger.. and fear","its very danger and fear"
"3840","A3I0ITCG0HKFFZ",2,"id-uwffo-17","control",15,14,"It's very disturbing to see, but also encouraging to see that people have survived.","its very disturbing to see but also encouraging to see that people have survived"
"3841","A2UG0V0C6UCL50",2,"id-bbyjt-2997","reapp",16,17,"It's wrong that they're just standing there and staring at it instead of trying to get help","its wrong that theyre just standing there and staring at it instead of trying to get help"
"3842","A2LU3430Q972IN",2,"id-bbyjt-2997","reapp",11,19,"Its","its"
"3843","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",16,4,"Its a person who was attacked and is crying which is dsa","its a person who was attacked and is crying which is dsa"
"3844","AFRKVRPZ2RHY8",6,"id-uwffo-24","control",20,20,"Its a tough thing to look at.  The firefighters are brave for doing it.  It is disturbing.","its a tough thing to look at the firefighters are brave for doing it it is disturbing"
"3845","A1OB9IM0RVZABO",1,"id-eiwzx-2996","reapp",19,19,"Its always disturbing to see severe auto accidents. Hopefully they","its always disturbing to see severe auto accidents hopefully they"
"3846","AFRKVRPZ2RHY8",6,"id-uwffo-24","control",7,14,"Its an image of people leaving a plane crash.  They are injured and scared and its a tough thing to think about and scary.","its an image of people leaving a plane crash they are injured and scared and its a tough thing to think about and scary"
"3847","A12NDIK7C4TFPC",10,"id-uwffo-8","reapp",12,11,"Its dangerous","its dangerous"
"3848","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",14,16,"Its depressing watching someone getting buried and maddi","its depressing watching someone getting buried and maddi"
"3849","A2WC99P2MCT85P",4,"id-thggi-2999","reapp",1,14,"Its disastrous, very scary.","its disastrous very scary"
"3850","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",17,17,"Its disheartening and disturbing watching this scene","its disheartening and disturbing watching this scene"
"3851","A14PFRHG0A2YY9",5,"id-eiwzx-2997","reapp",2,20,"Its fantastic to know  that brave peopl","its fantastic to know that brave peopl"
"3852","A78JQNXB597X7",9,"id-eiwzx-2998","reapp",15,15,"Its good to know that there are suits that can withstand conditions like this.","its good to know that there are suits that can withstand conditions like this"
"3853","A36TH9MEV0HT2I",10,"id-uwffo-24","control",20,8,"Its gross to see the blood all over him. I hope he is okay but he looks mad.","its gross to see the blood all over him i hope he is okay but he looks mad"
"3854","AFRKVRPZ2RHY8",6,"id-uwffo-24","control",18,9,"Its intimidating and scary.  It feels threatening and violent.","its intimidating and scary it feels threatening and violent"
"3855","A36TH9MEV0HT2I",10,"id-uwffo-24","control",1,1,"Its sad a","its sad a"
"3856","A36TH9MEV0HT2I",10,"id-uwffo-24","control",4,14,"Its sad and scary","its sad and scary"
"3857","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",1,20,"Its sad because the person looks like between life and death","its sad because the person looks like between life and death"
"3858","AUH9D3Q8IN61U",7,"id-uwffo-21","control",15,7,"Its sad to th","its sad to th"
"3859","AFRKVRPZ2RHY8",6,"id-uwffo-24","control",17,3,"Its scary and disturbing.  It looks terrifying.","its scary and disturbing it looks terrifying"
"3860","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",12,1,"Its scary watching a child this small and has all of the Ivs connected","its scary watching a child this small and has all of the ivs connected"
"3861","A1OB9IM0RVZABO",1,"id-eiwzx-2996","reapp",9,18,"Its unfortunate the condi","its unfortunate the condi"
"3862","A2AH0SKMFGJ5AO",6,"id-eiwzx-2999","reapp",4,1,"Its upsetting but it's also great that a preme baby lived and was given a chance","its upsetting but its also great that a preme baby lived and was given a chance"
"3863","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",9,11,"Its very disturbing and frustrating watching blood splatter","its very disturbing and frustrating watching blood splatter"
"3864","ADKJBYY9Q3VNZ",2,"id-uwffo-21","control",19,9,"Its very intimidating and triggers a fight/flight response","its very intimidating and triggers a fightflight response"
"3865","AFUCJOUHDKISW",1,"id-giakt-2996","reapp",8,20,"I’m glad the firemen came to the rescue","im glad the firemen came to the rescue"
"3866","AFUCJOUHDKISW",1,"id-giakt-2996","reapp",5,7,"I’m glad they lived and were able to get gauze for their injury","im glad they lived and were able to get gauze for their injury"
"3867","A2KI7VSBMFO9VF",5,"id-giakt-2998","reapp",6,20,"I’m glad this woman is being rescued from the burning building. She could be okay","im glad this woman is being rescued from the burning building she could be okay"
"3868","AFUCJOUHDKISW",1,"id-giakt-2996","reapp",9,19,"I’m glad we have firemen and police to help maybe there was a surviro","im glad we have firemen and police to help maybe there was a surviro"
"3869","A2SNMMSKX224GR",4,"id-eiwzx-2997","reapp",17,12,"I’m pretty sure this was a scene in a movie.","im pretty sure this was a scene in a movie"
"3870","A2FR2HVY1SOXH1",1,"id-uwffo-17","control",8,1,"I’m worried for how tiny the baby is but hopeful they’re okay","im worried for how tiny the baby is but hopeful theyre okay"
"3871","A3NQKW26TOT2TM",11,"id-uwffo-21","control",4,17,"Jeez, what happened?  Is that an accident?   How","jeez what happened is that an accident how"
"3872","A31TXJQH5S8SVQ",6,"id-uwffo-18","control",8,12,"Jesus christ is that a kid on fire?!","jesus christ is that a kid on fire"
"3873","ARNX6JWMYEOAP",8,"id-uwffo-25","control",12,1,"Joy over a new birth even if rough","joy over a new birth even if rough"
"3874","A3KMNX2P2QP9JU",8,"id-giakt-2997","reapp",10,14,"Joyful that all of these people survived the crash. It's a fn miracle!","joyful that all of these people survived the crash its a fn miracle"
"3875","AIO8DX5OGCGN1",6,"id-giakt-2998","reapp",16,11,"Just a boxer competing","just a boxer competing"
"3876","A136K4YZY2OFTV",14,"20220203-motivated_group_emotional_regulation","control",1,12,"Just awful, how could he survive that","just awful how could he survive that"
"3877","A136K4YZY2OFTV",14,"20220203-motivated_group_emotional_regulation","control",1,8,"Just awful, how could he survive that","just awful how could he survive that"
"3878","ANHOFH8M9XUWU",7,"id-uwffo-21","control",2,20,"Just awful. Could not imagine being in her place. They are heroes.","just awful could not imagine being in her place they are heroes"
"3879","A1IPKWXNSXY3DX",10,"id-uwffo-20","control",18,17,"Just complete shock.  What on earth is happening and why is that poor  man just being left there while people stand arou","just complete shock what on earth is happening and why is that poor man just being left there while people stand arou"
"3880","AKWAO862UBFU1",5,"id-thggi-3000","reapp",16,2,"Just finished his insulin shot.","just finished his insulin shot"
"3881","A3AHNZ6DVVMZSK",2,"id-uwffo-3","reapp",4,8,"Just got blood on him","just got blood on him"
"3882","AL5ARW7V12UTW",4,"id-uwffo-17","control",15,13,"Just how? This must be a tradition so I am curious and want to know more.","just how this must be a tradition so i am curious and want to know more"
"3883","A3F76JTVRBUL8U",2,"id-bbyjt-2996","reapp",19,1,"Just looks like a newborn receiving a comfort bath.","just looks like a newborn receiving a comfort bath"
"3884","A2AA29XJTLZEDG",9,"id-thggi-2999","reapp",13,5,"Just won a boxing match","just won a boxing match"
"3885","A31QBB82KV6649",9,"id-uwffo-7","reapp",14,10,"KI","ki"
"3886","AU2RWXFODEMTE",7,"id-uwffo-7","reapp",9,10,"KIDNAPER","kidnaper"
"3887","A2S7MMYI24QSRU",6,"id-uwffo-13","control",8,11,"KO, thats gonna hurt.","ko thats gonna hurt"
"3888","A13CXQGLSH6QY8",8,"id-mspuo-3000","reapp",6,10,"Karate expert fighting back , go","karate expert fighting back go"
"3889","A2KULPQLIRYC9D",2,"id-uwffo-17","control",19,12,"Kewl! Daredevil! Exciting!","kewl daredevil exciting"
"3890","A136TLVBJV40HC",9,"id-uwffo-17","control",10,7,"Kid injured bad","kid injured bad"
"3891","A3T80BVA6JX7TH",2,"id-fjoxq-3000","reapp",9,7,"Kid looks scared with with bandages.","kid looks scared with with bandages"
"3892","A12NDIK7C4TFPC",10,"id-uwffo-8","reapp",19,10,"Kidnap","kidnap"
"3893","A3E0SPUH0HC6P3",3,"id-uwffo-22","control",14,10,"Kidnapping in progress","kidnapping in progress"
"3894","A3V4YAV6AG5RTL",1,"id-thggi-2999","reapp",13,10,"Kidnapping taking place.","kidnapping taking place"
"3895","A27Q0UIHM7A310",8,"id-uwffo-15","control",4,10,"Kidnapping..but looks staged with actors. Still not a good scene","kidnappingbut looks staged with actors still not a good scene"
"3896","A22BBAU24IEHPL",1,"id-thggi-2996","reapp",18,7,"Kids are our future we need to help them to find a way.","kids are our future we need to help them to find a way"
"3897","A80X2FTFDSR19",6,"id-mspuo-3000","reapp",2,18,"Kids are very resilient. They will get better","kids are very resilient they will get better"
"3898","AS2Q6X6UJD1RY",8,"id-eiwzx-3000","reapp",7,18,"Kids caught playing in a factory.","kids caught playing in a factory"
"3899","AJZRDVBZ6TKGH",6,"id-giakt-2999","reapp",15,18,"Kids don't","kids dont"
"3900","A3T80BVA6JX7TH",2,"id-fjoxq-3000","reapp",4,18,"Kids escaped a fire or something","kids escaped a fire or something"
"3901","A3G1HG9Q8M4UI5",1,"id-fjoxq-1996","reapp",5,18,"Kids escaped from war zone alive.","kids escaped from war zone alive"
"3902","A2XQVNF7ZABUQZ",7,"id-eiwzx-3000","reapp",10,18,"Kids getting away from harm","kids getting away from harm"
"3903","A1UZ02W2GK883U",8,"id-ngahz-3000","reapp",6,18,"Kids got out of a tough situation","kids got out of a tough situation"
"3904","A1B1QLHLKP7JXB",10,"id-eiwzx-3000","reapp",13,18,"Kids looks like they were covered in ash or coal of some kind.","kids looks like they were covered in ash or coal of some kind"
"3905","A1Z12SGB1WMXHK",13,"id-ngahz-2997","reapp",2,18,"Kids played with ashes after fire.","kids played with ashes after fire"
"3906","AAY54HW9N8U5K",13,"id-uwffo-25","control",19,7,"Kids should never have to experience this, whether its war or abuse","kids should never have to experience this whether its war or abuse"
"3907","A3EXNVRMDR31G7",10,"id-uwffo-20","control",16,18,"Kids shouldn't be put in these painful situations","kids shouldnt be put in these painful situations"
"3908","A127YTDNOWY1KM",3,"id-bvwuk-2997","reapp",17,18,"Kids waiting for dad to get off work . Work I’d good . Pollution","kids waiting for dad to get off work work id good pollution"
"3909","A1MF859APPYTJV",2,"id-giakt-2996","reapp",12,18,"Kids who maybe work at that plant behind them. Children hurting makes me incredibly sad. Rethinking this is hard.","kids who maybe work at that plant behind them children hurting makes me incredibly sad rethinking this is hard"
"3910","A3EBYZG2NFTOYF",2,"id-eiwzx-2997","reapp",20,18,"Kids who were playing in the mud","kids who were playing in the mud"
"3911","A20312TZ2OWQ2W",3,"id-uwffo-18","control",7,12,"Kind of cool. It looks like a stunt to me. Not sure though.","kind of cool it looks like a stunt to me not sure though"
"3912","A23YZ4U8UD4J6F",6,"id-uwffo-13","control",4,13,"Kind of stomach churning, but I believe it must be part of a ritual?","kind of stomach churning but i believe it must be part of a ritual"
"3913","A1YQ13SUZBWB7O",4,"id-uwffo-25","control",13,4,"Kinda gross really. Immediate like puke reaction.","kinda gross really immediate like puke reaction"
"3914","A14PFRHG0A2YY9",5,"id-eiwzx-2997","reapp",10,11,"Knockout punch","knockout punch"
"3915","A3JI6QMKXZARZ1",2,"id-uwffo-17","control",13,5,"LADY GOR ATTACKED AND EYE WAS INJURED","lady gor attacked and eye was injured"
"3916","A1L285JVL5O3ZN",7,"id-eiwzx-2999","reapp",4,3,"LIfe on high is beautiful. He is absolutely bringing the picture out.","life on high is beautiful he is absolutely bringing the picture out"
"3917","A14Y2LIAMYD060",9,"id-thggi-3000","reapp",10,8,"Larry had one too many at the Halloween party","larry had one too many at the halloween party"
"3918","AJZRDVBZ6TKGH",6,"id-giakt-2999","reapp",12,16,"Last place to sleep peacefully","last place to sleep peacefully"
"3919","AXPZAP62ZYWP8",21,"20220203-motivated_group_emotional_regulation","reapp",17,15,"Learning from evidence who started the fire","learning from evidence who started the fire"
"3920","A3U0CSC7FMOQUN",1,"id-fjoxq-1216","reapp",18,9,"Learning how to operate a gun just in case is always a valuable","learning how to operate a gun just in case is always a valuable"
"3921","A2KULPQLIRYC9D",2,"id-uwffo-17","control",18,18,"Left boy looks mad. So does the other. I want to get them inside and ash their faces.","left boy looks mad so does the other i want to get them inside and ash their faces"
"3922","A1L285JVL5O3ZN",7,"id-eiwzx-2999","reapp",2,5,"Life always get better. Such a beautiful soul to endure such a moment of life.","life always get better such a beautiful soul to endure such a moment of life"
"3923","A3CCFD0700KTPV",10,"id-eiwzx-3000","reapp",11,16,"Life in the village was simple and there were no caskets so","life in the village was simple and there were no caskets so"
