,sub_id,groupID,studyID,subgrp,group_cond,grp_goal,grp_method,trial,img,txt,clean_text
2694,A3DGF4NXXTB6MI,id-ngahz-2996-1,id-ngahz-2996,control,target,motivated,observing,1,2,Depressing and so sad. Drugs kill so many people.,depressing and so sad drugs kill so many people
2695,A3DGF4NXXTB6MI,id-ngahz-2996-1,id-ngahz-2996,control,target,motivated,observing,1,15,Depressing and so sad. Drugs kill so many people.,depressing and so sad drugs kill so many people
2696,A3DGF4NXXTB6MI,id-ngahz-2996-1,id-ngahz-2996,control,target,motivated,observing,1,2,Depressing and so sad. Drugs kill so many people.,depressing and so sad drugs kill so many people
2697,A34YDGVZKRJ0LZ,20220203-motivated_group_emotional_regulation-13,20220203-motivated_group_emotional_regulation,control,reapp,non_motivated,reappraisal,7,2,"Depressing. Drugs are bad, yall",depressing drugs are bad yall
2698,ADFJOOSM3Q18G,id-thggi-2998-6,id-thggi-2998,control,target,motivated,observing,4,18,Depressing. Those kids haves,depressing those kids haves
2699,A1N35VV9QURKHX,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,13,12,Der devil stunt,der devil stunt
2700,A307K1CZXGBN4L,id-rppnn-2999-3,id-rppnn-2999,control,reapp_target,motivated,reappraisal,6,2,Despair and anger and helplessness.,despair and anger and helplessness
2701,A307K1CZXGBN4L,id-rppnn-2999-3,id-rppnn-2999,control,reapp_target,motivated,reappraisal,13,15,Despair and hopelessness.  Devastation.,despair and hopelessness devastation
2702,A1J4N2SE30LCUH,id-mspuo-2998-7,id-mspuo-2998,control,control,non_motivated,observing,12,16,Despair for someone.  I would hate to be in this situatio,despair for someone i would hate to be in this situatio
2703,AXMLIVLTOV0UX,empty-48,empty,control,reapp_target,motivated,reappraisal,14,13,"Desperate to fit in, eh?",desperate to fit in eh
2704,A16BLPK5DB2XGM,id-fjoxq-3000-6,id-fjoxq-3000,treatment,reapp,non_motivated,reappraisal,12,1,Despite being severely underweight the little guy pulled through!,despite being severely underweight the little guy pulled through
2705,A1IHK9WV6QSWHC,id-uwffo-21-16,id-uwffo-21,treatment,reapp_target,motivated,reappraisal,9,7,Despite the situation they seem to have hope in heir eyes,despite the situation they seem to have hope in heir eyes
2706,A2IOT3PCS9G5RK,id-uwffo-20-3,id-uwffo-20,control,target,motivated,observing,18,18,Destitute. I sense neglect and crushing poverty.,destitute i sense neglect and crushing poverty
2707,A58D47DUGD9RE,id-uwffo-10-10,id-uwffo-10,control,target,motivated,observing,17,15,"Destruction or observation of a volcano.  Fire is pretty, kind of like this picture.",destruction or observation of a volcano fire is pretty kind of like this picture
2708,ADKBTSKPX195Q,id-uwffo-23-9,id-uwffo-23,control,reapp_target,motivated,reappraisal,7,11,Determination and the will to continue the fight.,determination and the will to continue the fight
2709,A24L1U5Y2RJALV,id-mspuo-2999-8,id-mspuo-2999,control,control,non_motivated,observing,12,19,Devastating car crash... hope they sur,devastating car crash hope they sur
2710,A1XO3ETVAMW1KQ,id-uwffo-1-6,id-uwffo-1,control,reapp_target,motivated,reappraisal,9,20,Devastating heroics. Someone is hopefully saved but barely.,devastating heroics someone is hopefully saved but barely
2711,A2LL8KCH8JZKJJ,id-zrcsw-2999-4,id-zrcsw-2999,treatment,reapp,non_motivated,reappraisal,14,4,Devastating to see and I'm sympathetic,devastating to see and im sympathetic
2712,A3D7JEGMSYKCUJ,id-rppnn-2999-3,id-rppnn-2999,control,reapp_target,motivated,reappraisal,16,16,Devastating! Horrod movie.,devastating horrod movie
2713,A2374MG0MUAKC1,id-mspuo-2998-5,id-mspuo-2998,control,control,non_motivated,observing,15,19,"Devastating,,,,,probably changed people's lives.",devastatingprobably changed peoples lives
2714,A1OSTEG39UZMM5,id-uwffo-18-2,id-uwffo-18,control,control,non_motivated,observing,14,19,Devastating. Looks like lives were lost in that accident.,devastating looks like lives were lost in that accident
2715,AZVDVANS2MTD6,id-bvwuk-2998-6,id-bvwuk-2998,control,control,non_motivated,observing,9,7,Devastating. No child should have to go through something so horrific.,devastating no child should have to go through something so horrific
2716,A2LL8KCH8JZKJJ,id-zrcsw-2999-4,id-zrcsw-2999,treatment,reapp,non_motivated,reappraisal,6,14,Devastating. Saddening .,devastating saddening
2717,A3EC3OP6U52JYC,id-uwffo-16-4,id-uwffo-16,treatment,target,motivated,observing,9,19,Devastating. This was truly an awful accident.,devastating this was truly an awful accident
2718,APDDA1Y59RHV9,id-zrcsw-2999-6,id-zrcsw-2999,control,target,motivated,observing,3,15,Devastation of an area and heroic mea,devastation of an area and heroic mea
2719,APDDA1Y59RHV9,id-zrcsw-2999-6,id-zrcsw-2999,control,target,motivated,observing,12,7,Devastation this child is feeling in pain.,devastation this child is feeling in pain
2720,A1XO3ETVAMW1KQ,id-uwffo-1-6,id-uwffo-1,control,reapp_target,motivated,reappraisal,4,15,Devastation yet brave in horrific conditions.,devastation yet brave in horrific conditions
2721,A2JUFF4982RJY4,id-uwffo-3-9,id-uwffo-3,control,control,non_motivated,observing,20,19,"Devestating crash, so sca",devestating crash so sca
2722,AIR4YWDDONXUX,id-uwffo-5-9,id-uwffo-5,treatment,reapp,non_motivated,reappraisal,9,2,Diabetes is rough. Hope he's keeping up on his sugar.,diabetes is rough hope hes keeping up on his sugar
2723,A1JRRRGV9CF7UD,id-uwffo-1-6,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,16,2,Diabetic takes insulin to relieve hypoglycemia.  Thank goodness for modern medicine!,diabetic takes insulin to relieve hypoglycemia thank goodness for modern medicine
2724,A1XO3ETVAMW1KQ,id-uwffo-1-6,id-uwffo-1,control,reapp_target,motivated,reappraisal,16,2,Did he OD? Where did he inject?,did he od where did he inject
2725,A2P936CW7M2IU3,id-uwffo-18-11,id-uwffo-18,control,control,non_motivated,observing,19,2,Did he do drugs? Is he okay? I hope he doesnt overdose. He looks tired,did he do drugs is he okay i hope he doesnt overdose he looks tired
2726,A1QC9FOC31F77Z,id-rppnn-2999-2,id-rppnn-2999,control,target,motivated,observing,7,13,Did he do that on purpose or is it a punishment?,did he do that on purpose or is it a punishment
2727,A9IPAROGKKDY9,id-uwffo-13-5,id-uwffo-13,control,target,motivated,observing,5,13,Did he do this on purpose.  Idiotic,did he do this on purpose idiotic
2728,AH7JBX10X0EET,id-fjoxq-2999-3,id-fjoxq-2999,treatment,reapp,non_motivated,reappraisal,18,17,Did he fall off bike...is he ok,did he fall off bikeis he ok
2729,A4OTKOPHDLW3T,id-eiwzx-2999-12,id-eiwzx-2999,control,control,non_motivated,observing,4,16,Did he find him or is he burying him,did he find him or is he burying him
2730,A1COZVBQTSVTGL,id-uwffo-16-2,id-uwffo-16,treatment,reapp_target,motivated,reappraisal,3,8,Did he get barbecue sauce all over him? Does not look like the color o,did he get barbecue sauce all over him does not look like the color o
2731,A3CGDCXIOVQNE6,id-rppnn-2999-7,id-rppnn-2999,control,reapp_target,motivated,reappraisal,15,16,Did he get murdered? Is he being buried alive? This is terrifying to me.,did he get murdered is he being buried alive this is terrifying to me
2732,ASN324YSQ02MH,id-giakt-2998-1,id-giakt-2998,control,reapp_target,motivated,reappraisal,10,17,"Did he get shot, this is horrific.",did he get shot this is horrific
2733,A1143GKN5T807X,id-thggi-2998-8,id-thggi-2998,treatment,reapp_target,motivated,reappraisal,16,17,Did he spill his red koolaid when he fell?,did he spill his red koolaid when he fell
2734,A2H4LJ4CXZQ304,id-rppnn-2999-8,id-rppnn-2999,treatment,reapp,non_motivated,reappraisal,12,6,Did his kids use him to practicd painting?,did his kids use him to practicd painting
2735,AMA4SXSYNC35I,id-eiwzx-2999-12,id-eiwzx-2999,control,control,non_motivated,observing,5,5,Did she get mugged or beat up?,did she get mugged or beat up
2736,A3D8ZG1VV5FO35,id-fjoxq-2999-3,id-fjoxq-2999,control,reapp,non_motivated,reappraisal,15,5,Did she have plastic surgery I am guessing. I feel sympathy,did she have plastic surgery i am guessing i feel sympathy
2737,A37RSH7GEOR21A,id-uwffo-4-5,id-uwffo-4,control,control,non_motivated,observing,8,16,Did they find a grave or is he creating one? Those are two very d,did they find a grave or is he creating one those are two very d
2738,A2V5BVTSQXFQ46,id-uwffo-21-5,id-uwffo-21,control,reapp,non_motivated,reappraisal,20,17,"Did they find him here or do this themselves? Either way, this place seems dangerous.",did they find him here or do this themselves either way this place seems dangerous
2739,A2LB1CANYDES9T,id-uwffo-16-4,id-uwffo-16,control,target,motivated,observing,3,14,Did they survive a crash. They are lucky.,did they survive a crash they are lucky
2740,A1WRINBMKV7CP6,id-uwffo-20-11,id-uwffo-20,treatment,target,motivated,observing,2,16,Did this guy do the killing ?  This is odd...  looks scary and,did this guy do the killing this is odd looks scary and
2741,AMUV60QYHNUR3,id-uwffo-1-2,id-uwffo-1,treatment,target,motivated,observing,11,5,Did this woman escape domestic violence? Or a car accident per,did this woman escape domestic violence or a car accident per
2742,A1C12FONNLWX56,id-uwffo-20-3,id-uwffo-20,control,target,motivated,observing,4,16,Difficult task burying a pal on field,difficult task burying a pal on field
2743,A2JHF7CU91EVXW,id-eiwzx-2997-12,id-eiwzx-2997,control,reapp_target,motivated,reappraisal,6,16,Digging a ditch to bury a friend. A horrible site.,digging a ditch to bury a friend a horrible site
2744,AXIH9BMJRJ70N,id-eiwzx-2997-3,id-eiwzx-2997,control,target,motivated,observing,15,16,Digging a grave for someone he killed?? Or a friend who just died tragically.,digging a grave for someone he killed or a friend who just died tragically
2745,A324VBRLXHG5IB,id-uwffo-23-7,id-uwffo-23,treatment,reapp_target,motivated,reappraisal,11,16,Digging a grave to prevent other people from being upset when they come across the body.,digging a grave to prevent other people from being upset when they come across the body
2746,AGP1IXSTAD126,id-mspuo-2999-6,id-mspuo-2999,control,reapp,non_motivated,reappraisal,11,16,Digging a grave.,digging a grave
2747,A2JZTR2ZSALGH4,id-fjoxq-2999-6,id-fjoxq-2999,treatment,target,motivated,observing,16,16,Digging a grave. Hopefully not a bad death.,digging a grave hopefully not a bad death
2748,AARMOB6D5ZZVG,id-thggi-2999-5,id-thggi-2999,treatment,reapp_target,motivated,reappraisal,20,16,Digging a mass grave,digging a mass grave
2749,AS53TLW26LCK0,id-uwffo-17-8,id-uwffo-17,treatment,reapp,non_motivated,reappraisal,4,18,Dirt on kids,dirt on kids
2750,A3PE20PVSRKCLA,id-eiwzx-2998-4,id-eiwzx-2998,control,control,non_motivated,observing,18,18,Dirty children from the coal plants.,dirty children from the coal plants
2751,A3FB21RWSQGY8I,id-uwffo-3-5,id-uwffo-3,control,reapp_target,motivated,reappraisal,8,18,"Dirty children in a rural town, looks like the town has a factory polluting the local environment.",dirty children in a rural town looks like the town has a factory polluting the local environment
2752,AL90GN96DMQB8,id-rppnn-2999-4,id-rppnn-2999,control,control,non_motivated,observing,7,18,Dirty children in tough area. Feel sad for the kids. Rough environment.,dirty children in tough area feel sad for the kids rough environment
2753,A1OC6IOF1JHM2F,id-bvwuk-2999-6,id-bvwuk-2999,control,target,motivated,observing,1,18,Dirty children out playing.,dirty children out playing
2754,A2FUF8Z8WCFAR2,id-uwffo-13-5,id-uwffo-13,treatment,target,motivated,observing,12,18,Dirty faces  Playin?  Fighting? don kn,dirty faces playin fighting don kn
2755,A1ICGFKGOZD98T,id-uwffo-10-9,id-uwffo-10,treatment,target,motivated,observing,16,18,Dirty from living near factories I bet. I think this is an older photo. Things are probably cleaner now.,dirty from living near factories i bet i think this is an older photo things are probably cleaner now
2756,A1PWFA8HAM4Q2D,id-uwffo-23-7,id-uwffo-23,control,reapp_target,motivated,reappraisal,14,18,Dirty kids in a factory or a war zone. I can't tell which one. Feel sorry for them fo,dirty kids in a factory or a war zone i cant tell which one feel sorry for them fo
2757,A2VGEE0ZIZ8CBQ,id-rppnn-2999-5,id-rppnn-2999,control,target,motivated,observing,15,18,Dirty kids seem normal. I feel a little bad t,dirty kids seem normal i feel a little bad t
2758,AXMLIVLTOV0UX,empty-48,empty,control,reapp_target,motivated,reappraisal,16,18,Dirty little shits.,dirty little shits
2759,AGT9MCZWXR88C,id-bvwuk-3000-6,id-bvwuk-3000,control,control,non_motivated,observing,4,18,Dirty struggling children.  Hopelessness,dirty struggling children hopelessness
2760,AS2CYCVMAOOZL,id-rppnn-3000-8,id-rppnn-3000,control,control,non_motivated,observing,10,2,Disappointed in the actions being taken by this person,disappointed in the actions being taken by this person
2761,A2SGYMZSVJPLU,id-uwffo-10-10,id-uwffo-10,treatment,target,motivated,observing,1,18,Disappointing kids are working in those conditions,disappointing kids are working in those conditions
2762,A26DM1BK82SR8U,id-uwffo-21-16,id-uwffo-21,control,reapp_target,motivated,reappraisal,4,15,"Disastrous result, whatever it is, but there's hope because of rescue",disastrous result whatever it is but theres hope because of rescue
2763,A2I8YALVTOJN49,id-bvwuk-2999-5,id-bvwuk-2999,control,control,non_motivated,observing,3,4,Discomfort and sympathy for the person's pain.,discomfort and sympathy for the persons pain
2764,A3KJJOP85I2ZMW,id-bvwuk-2998-3,id-bvwuk-2998,treatment,target,motivated,observing,16,11,Disconcerting but just a scene from a movie.,disconcerting but just a scene from a movie
2765,A30J434SZA60SD,id-uwffo-15-7,id-uwffo-15,control,control,non_motivated,observing,5,13,Disfigured for life. cant eat or driint,disfigured for life cant eat or driint
2766,A2I8YALVTOJN49,id-bvwuk-2999-5,id-bvwuk-2999,control,control,non_motivated,observing,19,2,Disgust and indifference really,disgust and indifference really
2767,A2I8YALVTOJN49,id-bvwuk-2999-5,id-bvwuk-2999,control,control,non_motivated,observing,17,8,Disgust and sympathy for the man's bloody injuries,disgust and sympathy for the mans bloody injuries
2768,A37P1NK4JFSAMK,id-thggi-2998-4,id-thggi-2998,control,reapp,non_motivated,reappraisal,12,11,Disgust in the barbaric way that this man is being hurt,disgust in the barbaric way that this man is being hurt
2769,A1W3FO0D77CF5T,id-zrcsw-2997-8,id-zrcsw-2997,control,reapp,non_motivated,reappraisal,14,5,Disgust that the woman was beaten.,disgust that the woman was beaten
2770,A2YUYXAI4SAOLY,id-thggi-3000-8,id-thggi-3000,control,control,non_motivated,observing,7,11,Disgust.  I despise this sport.,disgust i despise this sport
2771,A695MQ3XJ207B,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,11,4,Disgust. Grosses me out. Feel bad for him,disgust grosses me out feel bad for him
2772,A36UNYMDBED99W,id-thggi-3000-1,id-thggi-3000,control,control,non_motivated,observing,1,13,Disgust. I cannot believe that people do this themselves.,disgust i cannot believe that people do this themselves
2773,A1SCNO7L71ITFY,id-mspuo-2999-1,id-mspuo-2999,control,reapp_target,motivated,reappraisal,20,2,Disgusted and sad that so many become addicted and we just throw them in jail instead of rehab where they could get help.,disgusted and sad that so many become addicted and we just throw them in jail instead of rehab where they could get help
2774,A2G2T6EMXAOKMS,id-thggi-3000-6,id-thggi-3000,control,control,non_motivated,observing,19,2,"Disgusted at the drug use, makes me angry to see someone this way",disgusted at the drug use makes me angry to see someone this way
2775,A2DAZ6GEZZCNPY,id-ngahz-2997-8,id-ngahz-2997,control,control,non_motivated,observing,18,17,Disgusted by the image so much that I cannot look at it. The god being there makes it worse.,disgusted by the image so much that i cannot look at it the god being there makes it worse
2776,AS2CYCVMAOOZL,id-rppnn-3000-8,id-rppnn-3000,control,control,non_motivated,observing,12,13,Disgusted by whatever has happened here.,disgusted by whatever has happened here
2777,A3GF4PX4V354W,id-uwffo-1-3,id-uwffo-1,control,reapp,non_motivated,reappraisal,13,18,Disgusted for the working condition of these children covered in soot. Hungry,disgusted for the working condition of these children covered in soot hungry
2778,A1WXJXB4TZXKIL,id-eiwzx-3000-1,id-eiwzx-3000,control,control,non_motivated,observing,5,16,Disgusted seeing a corpse being buried without any coffin,disgusted seeing a corpse being buried without any coffin
2779,A2PZ751N15MKZV,id-uwffo-26-7,id-uwffo-26,control,control,non_motivated,observing,12,11,Disgusted.  Looks like a boxer.  Can't believe people pay to see this,disgusted looks like a boxer cant believe people pay to see this
2780,A2PZ751N15MKZV,id-uwffo-26-7,id-uwffo-26,control,control,non_motivated,observing,16,13,Disgusted.  Sickened.  Scared.  Horrible.,disgusted sickened scared horrible
2781,AS8ETTV5AAHUG,id-eiwzx-3000-1,id-eiwzx-3000,control,control,non_motivated,observing,5,16,Disgusted. The body that’s being buried is mutilated,disgusted the body thats being buried is mutilated
2782,AS8ETTV5AAHUG,id-eiwzx-3000-1,id-eiwzx-3000,control,control,non_motivated,observing,12,6,Disgusted. This woman is badly injured and victim of a crime,disgusted this woman is badly injured and victim of a crime
2783,AF0W4ZBY7VXOU,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,4,11,Disgusted. Why do people watch that. It is barbar,disgusted why do people watch that it is barbar
2784,AZVDVANS2MTD6,id-bvwuk-2998-6,id-bvwuk-2998,control,control,non_motivated,observing,3,2,Disgusted. Wonder how long the addiction has been occ,disgusted wonder how long the addiction has been occ
2785,AI0GXA45H2KEK,id-bbyjt-2997-1,id-bbyjt-2997,control,reapp_target,motivated,reappraisal,19,4,Disgusting,disgusting
2786,A3PE20PVSRKCLA,id-eiwzx-2998-4,id-eiwzx-2998,control,control,non_motivated,observing,17,17,Disgusting  Hate to see bloody,disgusting hate to see bloody
2787,A330FMI751KNPC,id-eiwzx-2998-8,id-eiwzx-2998,treatment,reapp_target,motivated,reappraisal,1,17,Disgusting and brutal,disgusting and brutal
2788,A1ELALJ4EVC822,id-uwffo-24-16,id-uwffo-24,control,reapp_target,motivated,reappraisal,8,17,"Disgusting and hard to look at, makes me upset.",disgusting and hard to look at makes me upset
2789,A93TZ8D977W3B,id-uwffo-11-6,id-uwffo-11,control,control,non_motivated,observing,5,17,Disgusting and such a  disrespectful display of the dead,disgusting and such a disrespectful display of the dead
2790,A3R83V6GCRNXDL,id-mspuo-2998-1,id-mspuo-2998,control,reapp_target,motivated,reappraisal,17,2,"Disgusting drug addict, I want to be far away from him.",disgusting drug addict i want to be far away from him
2791,A1FH0Y12VSXUMK,id-rppnn-2999-4,id-rppnn-2999,control,control,non_motivated,observing,6,13,Disgusting in my opinion,disgusting in my opinion
2792,A1XUXY84RLKDTW,id-uwffo-23-8,id-uwffo-23,treatment,target,motivated,observing,9,17,Disgusting picture. Horrible death.,disgusting picture horrible death
2793,A93TZ8D977W3B,id-uwffo-11-6,id-uwffo-11,control,control,non_motivated,observing,18,8,Disgusting rioter who has been injured! I am sorry they are hurt!,disgusting rioter who has been injured i am sorry they are hurt
2794,A39GP79ULCP9J2,id-ngahz-2998-9,id-ngahz-2998,control,target,motivated,observing,2,17,Disgusting scene of what I assume is a murder victim.,disgusting scene of what i assume is a murder victim
2795,A1GXJJOELRMJEX,id-zrcsw-2999-6,id-zrcsw-2999,treatment,target,motivated,observing,11,16,Disgusting this man is a killer and burying a body,disgusting this man is a killer and burying a body
2796,A1N35VV9QURKHX,id-mspuo-2998-6,id-mspuo-2998,control,control,non_motivated,observing,12,8,"Disgusting, he looks like he was almos murdered.",disgusting he looks like he was almos murdered
2797,A40O6S62MI2VC,id-zrcsw-2998-11,id-zrcsw-2998,control,reapp,non_motivated,reappraisal,16,17,"Disgusting, who would photograph such a thing.",disgusting who would photograph such a thing
2798,A22C8ZTKXDSBNU,id-fjoxq-2998-6,id-fjoxq-2998,control,reapp,non_motivated,reappraisal,16,4,"Disgusting.  Time to die, no offense.  Old and gross.  no sympathy.",disgusting time to die no offense old and gross no sympathy
2799,A2VNSNAN1LZBAM,id-bvwuk-2998-3,id-bvwuk-2998,treatment,target,motivated,observing,19,17,Disgusting. Hope he gets some help.,disgusting hope he gets some help
2800,A193SP8INHA4MB,id-ngahz-2998-2,id-ngahz-2998,control,target,motivated,observing,17,6,Disgusting. I hope whoever did it to her gets what they deserve.,disgusting i hope whoever did it to her gets what they deserve
2801,A3GF4PX4V354W,id-uwffo-1-3,id-uwffo-1,control,reapp,non_motivated,reappraisal,5,13,Disgusting. Looks like he is in a ton of pain. CNt even look at it,disgusting looks like he is in a ton of pain cnt even look at it
2802,A18QKM5Z69TLS,id-rppnn-3000-1,id-rppnn-3000,control,target,motivated,observing,11,17,Disgusting. This person looks dead. Is the dog eating the blood?,disgusting this person looks dead is the dog eating the blood
2803,A2EAJ7834XI2IT,id-bvwuk-2998-3,id-bvwuk-2998,control,target,motivated,observing,11,18,"Dislike seeing kids suffer, hope their lives improved.",dislike seeing kids suffer hope their lives improved
2804,A2MYLV7DGUL42B,id-mspuo-3000-7,id-mspuo-3000,control,control,non_motivated,observing,2,2,Distraut seeing drug addict,distraut seeing drug addict
2805,A30AMDO3KY5HQC,id-uwffo-12-6,id-uwffo-12,control,reapp_target,motivated,reappraisal,11,16,"Distressing, looks like someone was murdered in a war, or conflict.",distressing looks like someone was murdered in a war or conflict
2806,A2YUYXAI4SAOLY,id-thggi-3000-8,id-thggi-3000,control,control,non_motivated,observing,4,14,"Distressing, makes me not want to fly.",distressing makes me not want to fly
2807,A3HNIRZ1FCU7S0,id-fjoxq-2997-1,id-fjoxq-2997,control,target,motivated,observing,6,16,"Distressing, this was a murder or gang violence",distressing this was a murder or gang violence
2808,A22ZVIE16COF5D,id-zrcsw-2999-6,id-zrcsw-2999,treatment,target,motivated,observing,1,3,Distressing. Hopefully this is from a film,distressing hopefully this is from a film
2809,A58D47DUGD9RE,id-uwffo-10-10,id-uwffo-10,control,target,motivated,observing,12,17,Disturbed.  I hate this picture....gross. I have to look away now.......................,disturbed i hate this picturegross i have to look away now
2810,AS8ETTV5AAHUG,id-eiwzx-3000-1,id-eiwzx-3000,control,control,non_motivated,observing,8,2,Disturbed. This man is strung out. Not long before an overdose,disturbed this man is strung out not long before an overdose
2811,A34YDGVZKRJ0LZ,20220203-motivated_group_emotional_regulation-13,20220203-motivated_group_emotional_regulation,control,reapp,non_motivated,reappraisal,5,19,Disturbing and horrific crash.,disturbing and horrific crash
2812,A34YDGVZKRJ0LZ,20220203-motivated_group_emotional_regulation-13,20220203-motivated_group_emotional_regulation,control,reapp,non_motivated,reappraisal,8,6,Disturbing facial injuries...maybe from abuse?,disturbing facial injuriesmaybe from abuse
2813,A59UJYVC0QQAV,id-ngahz-2998-2,id-ngahz-2998,treatment,target,motivated,observing,15,7,"Disturbing for sure, but they appear like they have treatment and might be okay.",disturbing for sure but they appear like they have treatment and might be okay
2814,A39BIGZ0L59WLV,id-uwffo-13-5,id-uwffo-13,treatment,target,motivated,observing,11,4,Disturbing image of a condition. He most likely received treatment.,disturbing image of a condition he most likely received treatment
2815,A39H3N3KXHVTJU,id-uwffo-15-1,id-uwffo-15,control,reapp_target,motivated,reappraisal,1,13,Disturbing image of a cultural norm in a different country.,disturbing image of a cultural norm in a different country
2816,A3CYCTJA0RZFR8,id-eiwzx-2999-12,id-eiwzx-2999,control,control,non_motivated,observing,19,7,"Disturbing image, was she burned? So sad.",disturbing image was she burned so sad
2817,A3JUPCWYN6N6H4,id-zrcsw-3000-12,id-zrcsw-3000,control,reapp,non_motivated,reappraisal,18,16,Disturbing look at a body.,disturbing look at a body
2818,A2GQSQ3YDIHVF1,id-giakt-2997-9,id-giakt-2997,control,control,non_motivated,observing,9,9,Disturbing photo given today's events.,disturbing photo given todays events
2819,A3NUYAG56BPYBB,id-zrcsw-2998-8,id-zrcsw-2998,control,control,non_motivated,observing,20,17,Disturbing that the people are looking a someone laying there that they don't know is still alive or dead,disturbing that the people are looking a someone laying there that they dont know is still alive or dead
2820,ATJFKLE175GF9,id-zrcsw-2998-7,id-zrcsw-2998,control,control,non_motivated,observing,7,17,Disturbing that the person is dead and the dogs are so close to the blood spread,disturbing that the person is dead and the dogs are so close to the blood spread
2821,A2HUAHAD7YHPZV,id-uwffo-2-11,id-uwffo-2,treatment,reapp,non_motivated,reappraisal,20,16,Disturbing to see but in some parts of the world a very real scene.,disturbing to see but in some parts of the world a very real scene
2822,A2KZB1RSOJU1VR,id-eiwzx-2999-3,id-eiwzx-2999,control,target,motivated,observing,20,13,Disturbing!  Never seen this type of torture before in my life.,disturbing never seen this type of torture before in my life
2823,A1OSTEG39UZMM5,id-uwffo-18-2,id-uwffo-18,control,control,non_motivated,observing,11,12,Disturbing! Makes me uneasy!,disturbing makes me uneasy
2824,A39BIGZ0L59WLV,id-uwffo-13-5,id-uwffo-13,treatment,target,motivated,observing,5,13,"Disturbing, but may be of a cultural practice.",disturbing but may be of a cultural practice
2825,AS0PN9WONYMNC,id-ngahz-3000-4,id-ngahz-3000,control,target,motivated,observing,2,1,"Disturbing, is it a sick baby?  Or just sma",disturbing is it a sick baby or just sma
2826,A3QHCEVNBZ1VMZ,id-mspuo-3000-4,id-mspuo-3000,control,target,motivated,observing,4,16,Disturbing. Ambiguous though. Is this a murder or a funeral?,disturbing ambiguous though is this a murder or a funeral
2827,A3NQ19CVN9CZGZ,id-uwffo-13-12,id-uwffo-13,control,control,non_motivated,observing,13,20,Disturbing. Can’t tell if the woman is alive.,disturbing cant tell if the woman is alive
2828,A22ZVIE16COF5D,id-zrcsw-2999-6,id-zrcsw-2999,treatment,target,motivated,observing,2,10,Disturbing. I hope it’s isn’t te,disturbing i hope its isnt te
2829,A1KRYA7MCOL64R,id-zrcsw-3000-10,id-zrcsw-3000,control,control,non_motivated,observing,5,5,Disturbing. It looks like she may have been beaten up.,disturbing it looks like she may have been beaten up
2830,A1KRYA7MCOL64R,id-zrcsw-3000-10,id-zrcsw-3000,control,control,non_motivated,observing,20,20,Disturbing. She's naked & looks dead.makea me wonder if suicide,disturbing shes naked looks deadmakea me wonder if suicide
2831,A2JUFF4982RJY4,id-uwffo-3-9,id-uwffo-3,control,control,non_motivated,observing,18,10,Disturbing. This brings me fear,disturbing this brings me fear
2832,A3FUWHHTB08NTX,id-uwffo-16-8,id-uwffo-16,control,control,non_motivated,observing,13,17,Disturbing.Horrific.,disturbinghorrific
2833,A1IP9GF2GBBMSY,id-uwffo-20-3,id-uwffo-20,treatment,target,motivated,observing,7,4,Disturbing.Lo,disturbinglo
2834,AO2M8J1H30OZF,empty-48,empty,treatment,reapp_target,motivated,reappraisal,19,3,Diving into the pool is exciting.,diving into the pool is exciting
2835,AXPBPXPFGL1VH,id-ngahz-2999-11,id-ngahz-2999,treatment,target,motivated,observing,4,2,Do not do that kids. This is the result!,do not do that kids this is the result
2836,A38KU4MKJZ7V4Q,empty-48,empty,control,reapp_target,motivated,reappraisal,4,5,"Does a punched eyed normally look like that, scary",does a punched eyed normally look like that scary
2837,A38YRR6XIUXMRB,id-fjoxq-2998-6,id-fjoxq-2998,control,reapp,non_motivated,reappraisal,3,13,Does not really bother me I have plugs in my eras. Looks painful,does not really bother me i have plugs in my eras looks painful
2838,AR1IWBDA7MC86,id-mspuo-3000-4,id-mspuo-3000,control,target,motivated,observing,14,3,Does nothing for me as it looks like an album cover.,does nothing for me as it looks like an album cover
2839,A18QKM5Z69TLS,id-rppnn-3000-1,id-rppnn-3000,control,target,motivated,observing,18,7,Does that child have an eye injury? looks painful,does that child have an eye injury looks painful
2840,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,4,9,Does this person have bad allergies?  I can relate.,does this person have bad allergies i can relate
2841,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,4,4,Does this person have bad allergies?  I can relate.,does this person have bad allergies i can relate
2842,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,4,9,Does this person have bad allergies?  I can relate.,does this person have bad allergies i can relate
2843,A1UWA0ML4YD5HB,id-uwffo-1-5,id-uwffo-1,treatment,reapp_target,motivated,reappraisal,4,4,Does this person have bad allergies?  I can relate.,does this person have bad allergies i can relate
